CKDGNL_00005	group_1080
HCFOCN_05345	group_1924
HCFOCN_05350	group_1133
HCFOCN_05375	group_2951
HCFOCN_05470	group_998
HCFOCN_05475	group_2952
HCFOCN_05500	group_2097
HCFOCN_05505	group_2953
HCFOCN_05510	group_2954
HCFOCN_05515	group_2955
HCFOCN_05635	group_3103
HCFOCN_05640	group_1147
HCFOCN_05645	group_1983
HCFOCN_05650	group_2503
HCFOCN_05655	group_810
HCFOCN_05725	group_4018
HCFOCN_05730	group_1225
HCFOCN_05735	group_3336
HCFOCN_05750	group_3207
HCFOCN_05960	group_4127
HCFOCN_05965	group_600
HCFOCN_05990	group_1300
HCFOCN_06005	group_2430
HCFOCN_06010	group_2956
HCFOCN_06015	group_2957
HCFOCN_06020	group_2958
HCFOCN_06030	group_2959
HCFOCN_06035	group_2960
HCFOCN_06065	group_2961
HCFOCN_06070	group_2962
HCFOCN_06075	group_2963
HCFOCN_06080	group_2098
HCFOCN_06085	group_614
HCFOCN_06095	group_1265
HCFOCN_06100	group_2367
HCFOCN_06190	group_45
HCFOCN_06200	group_1234
HCFOCN_06260	group_2964
HCFOCN_06280	group_2965
HCFOCN_06295	group_2966
HCFOCN_06315	group_2967
HCFOCN_06320	group_71
HCFOCN_06325	group_2968
HCFOCN_06415	group_2969
HCFOCN_06420	group_954
HCFOCN_06430	group_427
HCFOCN_06450	group_2970
HCFOCN_06475	group_2971
HCFOCN_06505	group_119
HCFOCN_06545	group_2972
HCFOCN_06565	group_2973
EPICMG_02595	group_2974
EPICMG_04660	group_1977
EPICMG_04665	group_2355
EPICMG_04685	group_3468
EPICMG_05410	group_2397
EPICMG_05705	group_2408
EPICMG_05710	group_2404
EPICMG_05720	group_680
EPICMG_05810	group_3225
EPICMG_05815	group_3337
EPICMG_05930	group_1001
EPICMG_06600	group_460
EPICMG_06620	group_526
EPICMG_06645	group_525
EPICMG_06665	group_2975
EPICMG_06670	group_2976
EPICMG_06675	group_2977
EPICMG_06685	group_2978
BLADBF_04705	group_1483
BLADBF_04735	group_2334
BLADBF_04835	group_695
BLADBF_05945	group_972
BLADBF_06275	group_494
BLADBF_06420	group_69
BLADBF_06480	group_513
BLADBF_06520	group_28
BLADBF_06560	group_268
BLADBF_06760	group_7
KKNGOI_00005	group_3339
KKNGOI_00010	group_3229
KKNGOI_04865	group_3599
KKNGOI_05910	group_23
KKNGOI_06040	group_1008
KKNGOI_06415	terminase large subunit
KKNGOI_06455	group_176
KKNGOI_06480	group_905
KKNGOI_06585	group_2979
KKNGOI_06615	group_754
LIJDDG_04685	group_2339
LIJDDG_04700	group_1277
LIJDDG_04720	group_4102
LIJDDG_05615	group_1518
LIJDDG_05625	group_2028
LIJDDG_05820	group_490
LIJDDG_06115	group_55
LIJDDG_06120	group_54
LIJDDG_06275	group_965
LIJDDG_06315	group_1061
LIJDDG_06340	group_205
LIJDDG_06375	group_2980
LIJDDG_06415	group_735
LIJDDG_06500	DNA-binding protein J
LIJDDG_06540	group_350
LIJDDG_06550	group_2982
HFKOMI_05890	G protein
HFKOMI_05965	group_1228
HFKOMI_05970	group_831
HFKOMI_06045	group_504
HFKOMI_06345	C protein
HFKOMI_06350	Internal scaffolding protein B
HFKOMI_06380	group_2986
HFKOMI_06465	group_2987
CENHHB_04670	group_1557
CENHHB_04675	group_1954
CENHHB_04680	group_981
CENHHB_04685	group_1784
CENHHB_04690	group_640
CENHHB_04695	group_645
CENHHB_04700	group_985
CENHHB_04705	group_649
CENHHB_04710	group_661
CENHHB_04715	group_3328
CENHHB_04720	group_3362
CENHHB_04725	group_3772
CENHHB_04730	group_3621
CENHHB_04735	group_1791
CENHHB_04745	group_1121
CENHHB_05840	group_254
CENHHB_06080	group_1232
CENHHB_06085	group_833
CENHHB_06460	group_901
CENHHB_06590	group_827
GDCPBO_04680	group_1952
GDCPBO_04685	group_979
GDCPBO_04690	group_1780
GDCPBO_04695	group_2165
GDCPBO_04725	group_3329
GDCPBO_05955	group_3706
GDCPBO_06230	group_832
GDCPBO_06580	group_2988
GDCPBO_06605	group_2989
GDCPBO_06610	group_2990
GDCPBO_06615	group_2991
GDCPBO_06620	group_2992
GDCPBO_06635	group_2993
GDCPBO_06655	group_2994
GDCPBO_06665	group_2995
HEGNPG_04565	group_4175
HEGNPG_04570	group_3152
HEGNPG_04575	group_3822
HEGNPG_04580	group_1422
HEGNPG_04585	group_1424
HEGNPG_04590	group_1195
HEGNPG_04595	Putative surface protein
HEGNPG_04600	group_1426
HEGNPG_04605	group_1141
HEGNPG_04610	group_3899
HEGNPG_04615	group_3774
HEGNPG_04620	group_3817
HEGNPG_04625	group_3583
HEGNPG_04630	group_3633
HEGNPG_04635	group_3919
HEGNPG_04640	group_1429
HEGNPG_04645	group_1764
HEGNPG_04650	group_3879
HEGNPG_04655	group_3643
HEGNPG_04660	group_1431
HEGNPG_04665	group_3887
HEGNPG_04670	group_3870
HEGNPG_04675	group_3403
HEGNPG_04680	group_3639
HEGNPG_04685	group_3072
HEGNPG_04690	group_3107
HEGNPG_04695	group_3384
HEGNPG_04700	group_3905
HEGNPG_04705	group_3782
HEGNPG_04710	group_4096
HEGNPG_04715	group_3528
HEGNPG_04720	group_3140
HEGNPG_04725	group_3265
HEGNPG_04730	group_3292
HEGNPG_04735	group_3501
HEGNPG_04740	group_3290
HEGNPG_04745	group_1766
HEGNPG_04750	group_1768
HEGNPG_04755	group_3303
HEGNPG_04760	group_1433
HEGNPG_04765	group_3662
HEGNPG_04770	group_3379
HEGNPG_04775	group_1770
HEGNPG_04780	group_1772
HEGNPG_04785	group_2538
HEGNPG_04790	group_1198
HEGNPG_04795	group_1774
HEGNPG_04800	group_3902
HEGNPG_04805	group_3463
HEGNPG_04810	group_4032
HEGNPG_04815	group_1776
HEGNPG_04820	group_4059
HEGNPG_04825	group_3307
HEGNPG_04830	group_3245
HEGNPG_04835	group_3548
HEGNPG_04840	group_1778
HEGNPG_04845	group_3550
HEGNPG_04850	group_3524
HEGNPG_04855	group_4036
HEGNPG_04860	group_3427
HEGNPG_04865	group_1093
HEGNPG_05055	group_1587
HEGNPG_05060	group_1622
HEGNPG_05065	group_1169
HEGNPG_05070	group_707
HEGNPG_05075	group_1335
HEGNPG_05080	group_1836
HEGNPG_05085	group_2803
HEGNPG_05090	group_2898
HEGNPG_05095	group_548
HEGNPG_05100	group_1267
HEGNPG_05105	group_1840
HEGNPG_05110	group_1461
HEGNPG_05115	group_1886
HEGNPG_05120	group_1883
HEGNPG_05125	group_930
HEGNPG_05130	group_1291
HEGNPG_05135	group_1286
HEGNPG_05140	group_1037
HEGNPG_05145	group_2365
HEGNPG_05150	group_1263
HEGNPG_05155	group_1323
HEGNPG_05160	group_611
HEGNPG_05165	group_673
HEGNPG_05170	group_1880
HEGNPG_05175	group_1876
HEGNPG_05180	group_2362
HEGNPG_05185	group_1872
HEGNPG_05190	group_2360
HEGNPG_05200	group_1280
HEGNPG_05300	group_761
HEGNPG_05345	group_465
HEGNPG_05350	group_2996
HEGNPG_05385	group_1500
HEGNPG_05390	group_2079
HEGNPG_05395	group_1144
HEGNPG_05400	group_2093
HEGNPG_05405	group_470
HEGNPG_05410	group_1032
HEGNPG_05415	group_2997
HEGNPG_05420	group_468
HEGNPG_05425	group_773
HEGNPG_06015	group_622
HEGNPG_06025	group_1897
HEGNPG_06030	group_2387
HEGNPG_06035	group_1506
HEGNPG_06105	Phage integrase family protein
HEGNPG_06110	group_2999
HEGNPG_06115	group_3000
HEGNPG_06130	group_971
HEGNPG_06195	group_748
HEGNPG_06320	group_312
HEGNPG_06355	group_429
HEGNPG_06455	group_267
HEGNPG_06630	group_590
EFDIJO_04735	group_1589
EFDIJO_04740	group_1623
EFDIJO_04745	group_1171
EFDIJO_04750	group_1161
EFDIJO_04755	group_1571
EFDIJO_04760	group_2490
EFDIJO_04765	group_1972
EFDIJO_04770	group_551
EFDIJO_04860	group_605
EFDIJO_05055	group_1925
EFDIJO_05060	group_1132
EFDIJO_05265	group_3001
EFDIJO_05380	group_3710
EFDIJO_05390	group_1148
EFDIJO_05400	group_2501
EFDIJO_05405	group_811
EFDIJO_05450	group_3002
EFDIJO_05480	group_1224
EFDIJO_05895	group_3003
EFDIJO_05935	group_3004
EFDIJO_06075	group_3005
EFDIJO_06120	group_1288
EFDIJO_06125	group_1282
EFDIJO_06130	group_1038
EFDIJO_06145	group_1441
EFDIJO_06180	group_3006
EFDIJO_06225	group_3831
EFDIJO_06300	group_73
EFDIJO_06340	group_953
EFDIJO_06400	group_3007
EFDIJO_06410	group_2065
EFDIJO_06420	group_3008
EFDIJO_06450	group_3009
GEBMJB_05745	group_903
GEBMJB_06020	group_219
GEBMJB_06105	group_1233
GEBMJB_06195	group_327
GEBMJB_06270	group_202
GEBMJB_06360	group_3010
GEBMJB_06380	group_3011
GEBMJB_06385	group_3012
GEBMJB_06400	group_3013
GEBMJB_06405	group_1874
GEBMJB_06415	group_3014
GEBMJB_06420	group_3015
NCOCKI_04700	group_1486
NCOCKI_06165	group_499
NCOCKI_06275	group_1208
NCOCKI_06415	group_949
NCOCKI_06545	group_196
NCOCKI_06550	group_195
NCOCKI_06560	group_391
NCOCKI_06565	group_390
NCOCKI_06645	group_3016
NCOCKI_06655	group_1599
NCOCKI_06685	group_3017
NCOCKI_06690	group_3018
OHAJAL_04410	group_1154
OHAJAL_04415	group_854
OHAJAL_04420	group_869
OHAJAL_04445	group_1106
OHAJAL_04455	group_2492
OHAJAL_04460	group_1574
OHAJAL_04470	group_2540
OHAJAL_04480	group_699
OHAJAL_04485	group_1043
OHAJAL_04490	group_1890
OHAJAL_04495	group_1450
OHAJAL_04510	group_990
OHAJAL_04515	group_1447
OHAJAL_04520	group_878
OHAJAL_04525	group_1238
OHAJAL_04530	group_766
OHAJAL_04535	group_1445
OHAJAL_04540	group_3605
OHAJAL_04545	group_795
OHAJAL_04550	group_797
OHAJAL_04555	group_874
OHAJAL_04560	group_3282
OHAJAL_04565	group_3914
OHAJAL_04570	group_3132
OHAJAL_04710	group_1553
OHAJAL_04715	group_1951
OHAJAL_04720	group_980
OHAJAL_04725	group_1782
OHAJAL_04730	group_637
OHAJAL_04750	group_660
OHAJAL_04755	group_3326
OHAJAL_04760	group_3358
OHAJAL_04765	group_3770
OHAJAL_04770	group_3620
OHAJAL_04775	group_1788
OHAJAL_04780	group_3507
OHAJAL_04785	group_1117
OHAJAL_04790	group_1794
OHAJAL_04795	group_1204
OHAJAL_04800	group_1911
OHAJAL_04805	group_2455
OHAJAL_04820	group_865
OHAJAL_04830	group_1311
OHAJAL_05265	group_3019
OHAJAL_05970	group_547
OHAJAL_06315	group_1588
OHAJAL_06320	group_1624
OHAJAL_06325	group_1170
OHAJAL_06510	group_476
OHAJAL_06625	group_281
OHAJAL_06830	group_932
OHAJAL_06835	group_931
OHAJAL_06860	group_338
OHAJAL_06870	group_337
CIPKDF_04695	group_1275
CIPKDF_05495	group_2396
CIPKDF_05535	group_3020
CIPKDF_05815	group_1909
CIPKDF_05930	group_4016
CIPKDF_06090	group_749
CIPKDF_06595	group_946
CIPKDF_06675	group_3021
CIPKDF_06705	group_62
CIPKDF_06780	group_208
CIPKDF_06880	group_345
DMHAMM_04670	group_1026
DMHAMM_04680	group_2340
DMHAMM_04685	group_1490
DMHAMM_05665	group_3709
DMHAMM_05830	group_1904
DMHAMM_05835	group_2412
DMHAMM_05840	group_2399
DMHAMM_06040	group_25
DMHAMM_06180	group_501
DMHAMM_06260	group_1541
DMHAMM_06680	group_1015
DMHAMM_06780	group_3022
DMHAMM_06790	group_743
DMHAMM_06795	group_744
AGFJGC_04685	group_1494
AGFJGC_04740	group_1478
AGFJGC_04855	group_3172
AGFJGC_04860	group_3023
AGFJGC_05920	group_3105
AGFJGC_06535	group_72
AGFJGC_06620	group_886
AGFJGC_06715	group_1567
AGFJGC_06780	group_3024
AGFJGC_06795	group_24
AGFJGC_06805	group_3025
AGFJGC_06820	group_342
AGFJGC_06825	group_3026
GGIAGI_02770	group_3027
GGIAGI_03955	group_3028
GGIAGI_04715	group_3510
GGIAGI_05200	group_3029
GGIAGI_05260	group_633
GGIAGI_05290	Phage tail tape measure protein
GGIAGI_05335	erpL
GGIAGI_05530	Terminase small subunit
GGIAGI_05695	group_478
GGIAGI_05775	group_2099
GGIAGI_05780	group_127
GGIAGI_05785	group_133
GGIAGI_05795	group_3824
GGIAGI_05850	group_2100
GGIAGI_05920	group_702
GGIAGI_05925	group_701
GGIAGI_06105	group_757
GGIAGI_06145	group_2
GGIAGI_06165	group_137
GGIAGI_06190	group_303
GGIAGI_06200	group_304
GGIAGI_06205	group_893
AEKFMC_04120	group_697
AEKFMC_05440	group_152
AEKFMC_05450	group_388
AEKFMC_05460	group_49
AEKFMC_05585	group_247
AEKFMC_05605	group_648
AEKFMC_05850	group_3032
AEKFMC_06060	group_8
AEKFMC_06090	group_569
AEKFMC_06100	group_3033
AEKFMC_06205	group_571
AEKFMC_06215	group_17
EMEHFM_00595	group_3034
EMEHFM_00605	group_3035
EMEHFM_01280	group_3036
EMEHFM_01375	group_3037
EMEHFM_01755	group_3038
EMEHFM_02180	group_3039
EMEHFM_02315	group_3040
EMEHFM_02710	group_652
EMEHFM_02725	group_641
EMEHFM_02745	group_1950
EMEHFM_02825	group_1863
EMEHFM_02945	group_3041
EMEHFM_03035	group_3042
EMEHFM_03040	group_3630
EMEHFM_03685	group_1420
EMEHFM_04015	group_3043
EMEHFM_04145	group_3044
EMEHFM_04150	group_128
EMEHFM_04160	group_826
EMEHFM_04280	group_3045
EMEHFM_04290	Transcription-repair-coupling factor
EMEHFM_04325	group_329
EMEHFM_04335	group_328
EMEHFM_04590	Mammal-specific outer surface protein C
EMEHFM_04610	group_601
EMEHFM_04790	group_3666
EMEHFM_04895	group_3047
EMEHFM_04900	group_3940
EMEHFM_05030	ORF02
EMEHFM_05035	group_243
EMEHFM_05060	Mlp lipofamily protein
EMEHFM_05065	2-9-5 36K minus strand ORF
EMEHFM_05290	group_3049
EMEHFM_05370	group_3050
EMEHFM_05380	group_794
EMEHFM_05510	group_3897
EMEHFM_05605	group_384
EMEHFM_05610	group_4021
EMEHFM_05620	group_156
EMEHFM_05650	group_157
EMEHFM_05680	group_3837
EMEHFM_05685	group_1646
EMEHFM_05690	group_3457
EMEHFM_05695	group_3051
EMEHFM_05890	group_3052
EMEHFM_05900	group_1678
EMEHFM_05915	group_4157
EMEHFM_05925	group_3053
EMEHFM_05940	Repeat motif-containing protein
EMEHFM_05965	group_1253
EMEHFM_05990	Exodeoxyribonuclease V beta chain
EMEHFM_06015	group_723
EMEHFM_06025	group_918
EMEHFM_06030	group_919
EMEHFM_06045	group_1255
EMEHFM_06080	group_1558
EMEHFM_06090	group_3055
EMEHFM_06110	group_3056
EMEHFM_06125	group_3057
EMEHFM_06135	group_3058
EMEHFM_06150	group_108
LGKPKB_04050	group_3059
LGKPKB_04570	group_603
LGKPKB_04840	group_3060
LGKPKB_04910	group_471
LGKPKB_05105	group_1318
LGKPKB_05650	group_144
LGKPKB_05730	group_1810
LGKPKB_05830	group_1829
LGKPKB_05835	group_3061
LGKPKB_05920	group_3062
LGKPKB_05935	group_3063
LGKPKB_05940	Erp family outer-surface lipoprotein
LGKPKB_05945	group_663
LGKPKB_05960	group_3065
LGKPKB_05990	group_584
LGKPKB_06080	group_1492
LGKPKB_06125	group_1289
LGKPKB_06130	group_1283
LGKPKB_06150	group_1039
LGKPKB_06175	group_3066
LGKPKB_06180	group_3067
LGKPKB_06255	group_192
LGKPKB_06265	group_934
